Event	ID	Name			Wwise Object Path	Notes
	16142425	Play_Shuriken_Release			\Shuriken\Play_Shuriken_Release	
	115136214	Stop_Shuriken_Loop			\Shuriken\Stop_Shuriken_Loop	
	310081491	Stop_Shuriken_Collision_Wall			\Shuriken\Stop_Shuriken_Collision_Wall	
	387947175	Play_Shuriken_Collision_Robot			\Shuriken\Play_Shuriken_Collision_Robot	
	733338729	Play_Shuriken_Collision_Wall			\Shuriken\Play_Shuriken_Collision_Wall	
	860357291	Stop_Ninja_Death			\Shuriken\Stop_Ninja_Death	
	906521951	Play_Garbage_Compressor_DownMovement			\Shuriken\Play_Garbage_Compressor_DownMovement	
	927590349	Play_Ninja_kill			\Shuriken\Play_Ninja_kill	
	991305627	Play_Background_loop			\Shuriken\Play_Background_loop	
	1093930843	Stop_Ninja_Dash			\Shuriken\Stop_Ninja_Dash	
	1145831847	Stop_Robot_Death			\Shuriken\Stop_Robot_Death	
	1158114989	Stop_Background_loop			\Shuriken\Stop_Background_loop	
	1317693067	Stop_Shuriken_Release			\Shuriken\Stop_Shuriken_Release	
	1335336558	Play_Robot_Laser			\Shuriken\Play_Robot_Laser	
	1389842473	Play_Ninja_Dash			\Shuriken\Play_Ninja_Dash	
	1455659358	Stop_Ninja_Land_Ground_Silent			\Shuriken\Stop_Ninja_Land_Ground_Silent	
	1503400553	Stop_Shuriken_Collision_Robot			\Shuriken\Stop_Shuriken_Collision_Robot	
	1680145865	Play_Ninja_Death			\Shuriken\Play_Ninja_Death	
	1777239403	Play_Ninja_Teleport_Reappear			\Shuriken\Play_Ninja_Teleport_Reappear	
	2085749092	Play_Ninja_Land_Ground_Silent			\Shuriken\Play_Ninja_Land_Ground_Silent	
	2343109494	Stop_Garbage_Compressor_UpMovement			\Shuriken\Stop_Garbage_Compressor_UpMovement	
	2378469599	Stop_Ninja_kill			\Shuriken\Stop_Ninja_kill	
	2426976433	Play_Robot_Death			\Shuriken\Play_Robot_Death	
	2546651310	Play_Ninja_Footsteps			\Shuriken\Play_Ninja_Footsteps	
	3044962766	Stop_Ninja_Roll			\Shuriken\Stop_Ninja_Roll	
	3237887829	Stop_Garbage_Compressor_DownMovement			\Shuriken\Stop_Garbage_Compressor_DownMovement	
	3262222180	Stop_Ninja_Footsteps			\Shuriken\Stop_Ninja_Footsteps	
	3262236172	Stop_Robot_Laser			\Shuriken\Stop_Robot_Laser	
	3471277484	Play_Garbage_Compressor_UpMovement			\Shuriken\Play_Garbage_Compressor_UpMovement	
	3505612506	Stop_Ninja_Dash_Kill			\Shuriken\Stop_Ninja_Dash_Kill	
	3800083062	Play_Ninja_Teleport_Disappear			\Shuriken\Play_Ninja_Teleport_Disappear	
	3834340392	Play_Ninja_Roll			\Shuriken\Play_Ninja_Roll	
	3902765985	Stop_Ninja_Teleport_Reappear			\Shuriken\Stop_Ninja_Teleport_Reappear	
	3920229824	Stop_Ninja_Teleport_Disappear			\Shuriken\Stop_Ninja_Teleport_Disappear	
	4156105688	Stop_Robot_Walk			\Shuriken\Stop_Robot_Walk	
	4175555896	Play_Shuriken_Loop			\Shuriken\Play_Shuriken_Loop	
	4233708478	Play_Robot_Walk			\Shuriken\Play_Robot_Walk	
	4262683012	Play_Ninja_Dash_Kill			\Shuriken\Play_Ninja_Dash_Kill	

Game Parameter	ID	Name			Wwise Object Path	Notes
	204848514	star_volume			\Shuriken\star_volume	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	12362363	Robot_Walk4	C:\Users\edward_bauman\Documents\WwiseProjects\Shuriken_game\.cache\Windows\sfx\robot_walk\robot_walk4_ddc98ef4.wem		\Actor-Mixer Hierarchy\Shuriken\Shuriken_Game\Robot_Walk\Robot_Walk4		137798
	71458312	Ninja Footsteps2	C:\Users\edward_bauman\Documents\WwiseProjects\Shuriken_game\.cache\Windows\sfx\ninja_footsteps\ninja footsteps2_ddc98ef4.wem		\Actor-Mixer Hierarchy\Shuriken\Shuriken_Game\Ninja_Footsteps\Ninja Footsteps2		14476
	81853134	Shuriken_Loop	C:\Users\edward_bauman\Documents\WwiseProjects\Shuriken_game\.cache\Windows\sfx\shuriken_loop_ada7cf21.wem		\Actor-Mixer Hierarchy\Shuriken\Shuriken_Game\Shuriken_Loop		14946
	82851937	Ninja Footsteps3	C:\Users\edward_bauman\Documents\WwiseProjects\Shuriken_game\.cache\Windows\sfx\ninja_footsteps\ninja footsteps3_ddc98ef4.wem		\Actor-Mixer Hierarchy\Shuriken\Shuriken_Game\Ninja_Footsteps\Ninja Footsteps3		6370
	103287221	Shuriken_Collision_Wall3	C:\Users\edward_bauman\Documents\WwiseProjects\Shuriken_game\.cache\Windows\sfx\collision_wall\shuriken_collision_wall3_ddc98ef4.wem		\Actor-Mixer Hierarchy\Shuriken\Shuriken_Game\Shuriken_Collision_Wall\Shuriken_Collision_Wall3		84964
	115570735	Robot_Walk1	C:\Users\edward_bauman\Documents\WwiseProjects\Shuriken_game\.cache\Windows\sfx\robot_walk\robot_walk1_ddc98ef4.wem		\Actor-Mixer Hierarchy\Shuriken\Shuriken_Game\Robot_Walk\Robot_Walk1		100572
	140538899	Ninja Footsteps4	C:\Users\edward_bauman\Documents\WwiseProjects\Shuriken_game\.cache\Windows\sfx\ninja_footsteps\ninja footsteps4_ddc98ef4.wem		\Actor-Mixer Hierarchy\Shuriken\Shuriken_Game\Ninja_Footsteps\Ninja Footsteps4		11678
	158802302	Ninja Footsteps6	C:\Users\edward_bauman\Documents\WwiseProjects\Shuriken_game\.cache\Windows\sfx\ninja_footsteps\ninja footsteps6_ddc98ef4.wem		\Actor-Mixer Hierarchy\Shuriken\Shuriken_Game\Ninja_Land_Ground_Silent\Ninja_Footsteps\Ninja Footsteps6		10772
	188686601	Ninja_Land_Ground_Silent3	C:\Users\edward_bauman\Documents\WwiseProjects\Shuriken_game\.cache\Windows\sfx\ninja_land_ground_silent\ninja_land_ground_silent3_ddc98ef4.wem		\Actor-Mixer Hierarchy\Shuriken\Shuriken_Game\Ninja_Land_Ground_Silent\Ninja_Land_Ground_Silent3		42240
	200925885	Garbage_Compressor_UpMovement	C:\Users\edward_bauman\Documents\WwiseProjects\Shuriken_game\.cache\Windows\sfx\garbage_compressor_upmovement_ddc98ef4.wem		\Actor-Mixer Hierarchy\Shuriken\Shuriken_Game\Garbage_Compressor_UpMovement		55248
	223265351	Ninja Footsteps7	C:\Users\edward_bauman\Documents\WwiseProjects\Shuriken_game\.cache\Windows\sfx\ninja_footsteps\ninja footsteps7_ddc98ef4.wem		\Actor-Mixer Hierarchy\Shuriken\Shuriken_Game\Ninja_Footsteps\Ninja Footsteps7		7096
	227490867	Ninja_Teleport_Disappear	C:\Users\edward_bauman\Documents\WwiseProjects\Shuriken_game\.cache\Windows\sfx\ninja_teleport_disappear_ddc98ef4.wem		\Actor-Mixer Hierarchy\Shuriken\Shuriken_Game\Ninja_Teleport_Disappear		68590
